회사명,등급,005000/종업원수,011100/  현금및현금등가물,012000/유동자산(계),013000/투자자산(계),013200/유형자산(계),013400/무형자산,014000/비유동자산,015000/총자산(지급보증제외),016000/유동부채(계),017000/비유동부채(계),018000/부채총계,018100/자본금,018102/[1주의 금액],018110/보통주자본금,018111/ [보통주발행주식수],018200/ 자본잉여금,018300/ 이익잉여금,018900/자기자본,019000/부채와자본총계,021000/영업수익,023000/매출총이익,024000/판매비와관리비,025000/영업이익,025100/영업외수익,026000/영업외비용,028000/법인세차감전순이익(손실),028100/법인세비용(법인세등),029000/당기순이익,029009/기본주당순이익,035000/(합계)처분가능이익잉여금,036300/배당금,036400/배당률,036310/현금배당금,061000/영업활동으로인한현금흐름,061100/ 당기순이익(손실),062000/투자활동으로인한현금흐름,062500/ 투자활동으로인한현금유출액,063000/재무활동으로인한현금흐름,064000/현금예금의증가,065000/기초현금과예금,066000/기말현금과예금,091010/총자산증가율,091050/자기자본증가율,091060/영업수익증가율,091065/영업이익증가율,091070/법인세비용차감전순이익증가율,091080/순이익증가율,091090/종업원수증가율,092010/총자본세전이익율,092060/자기자본법인세비용차감전순이익율,092070/자기자본순이익율,092080/자본금법인세비용차감전순이익율,092090/자본금순이익율,092100/매출액법인세비용차감전순이익율,092110/매출액순이익율,092120/매출액영업이익율,093010/자기자본비율,093060/부채비율,094010/총자본회전율,093190/유보액대납입자본비율,095020/종업원1인당영업수익
계룡건설산업,B,535.8,1.73632E+11,7.09352E+11,4.48793E+11,33581155800,3611710000,5.69046E+11,5.73083E+11,7.32928E+11,2.19941E+11,9.52869E+11,29592721000,5000,44654535000,8930907,10297926000,2.72185E+11,3.25529E+11,1.2784E+12,1.51265E+12,1.22628E+11,61071360000,91124823000,11083532200,25519219600,76689136000,20648779200,56040356800,6326.8,92573146000,4428899000,10,4428899000,72185229400,56040356800,-29567186400,88860509200,5295498200,47913540600,1.25727E+11,1.73632E+11,7.512,12.358,3.886,27.444,60.186,87.468,5.994,6.196,28.346,18.08,171.736,224.248,5.056,3.696,6.012,25.454,292.832,1.226,635.698,1259550540
금호에이치티,B,353.8,23880245200,1.1922E+11,29239417800,46322145200,0,77504128000,1.76431E+11,57932299400,21128584800,79060884200,6949306000,500,6702306000,13404611.4,20537254600,90469673400,1.17663E+11,1.96724E+11,1.1355E+11,13568492800,7548064800,8911587000,2513217200,4180653400,7244151200,809023600,6435127600,568,7249018600,732375000,15,732375000,14279098200,6435127600,-25244995000,25834782600,33454899600,22489002800,1398659400,23880245200,32.952,22.696,3.504,-32.328,-20.692,-4.71,1.814,4.238,4.99,6.01,126.908,67.504,4.038,3.562,5.042,60.808,65.442,1.044,1692.748,362019730
금호전기,B,454,5859341000,58024446600,93751074000,43368317000,1991042000,1.39764E+11,1.67054E+11,1.00685E+11,19272467800,1.19958E+11,26119207000,500,34761809000,6952361.8,67060276000,-9669186800,77830646200,1.97789E+11,68183948000,48040310200,35360887600,-19868183400,19316955000,69220235400,-69771463800,-691056800,-69080406400,-11318.2,-18589586800,302585000,1,0,5150767400,-69080406400,35535163800,19391208400,-35949670200,4736261600,1134380000,5859341000,-29.506,-48.176,-10.722,0,0,0,-2.97,-32.17,0.532,-74.898,-200.998,0.974,-106.128,-105.062,-30.574,35.868,206.956,0.29,204.67,375258186
대성산업,B,1448,23296747800,1.58579E+11,2.46226E+11,4.80931E+11,11794375000,7.80412E+11,1.329E+12,3.71531E+11,1.60398E+11,5.31929E+11,1.5908E+11,5000,2.26177E+11,45235478,5.11731E+11,6.91068E+11,4.07062E+11,9.38991E+11,6.57612E+11,1.83256E+11,78707771000,-3824486600,1.26055E+11,43114808600,79115262400,-1218476000,83861969400,3079.8,5.06537E+11,0,0,0,-30871879000,83861969400,54656263000,1.52754E+11,-12969203400,10815181200,12487888600,23296747800,52.92,11.048,744.194,0,429.28,4944.024,-2.3,11.324,22.888,22.95,63.86,38.998,20.212,22.274,-0.894,43.386,131.832,0.756,84.36,1107965174
대유에이텍,B,2198.4,16082880600,1.13475E+11,1.882E+11,49432491800,12050995400,2.52741E+11,2.46774E+11,2.46815E+11,15061888800,2.61877E+11,87733662000,3200,49368045400,98736089.8,49785029400,-3762107000,1.04339E+11,3.66216E+11,3.82236E+11,36589235600,26694643600,8795802000,10207849400,33764672400,-14761021000,375938200,-15136959200,-158.6,-5752574800,3596964000,4,3596964000,12886724600,-15136959200,-7354136200,49394948000,5532096000,11064684400,5018196200,16082880600,3.1,-12.606,5.118,-30.308,-25.02,-29.4,-0.848,-4.024,7.59,-14.324,-28.642,-2.352,-3.794,-3.898,2.31,28.556,256.804,1.06,103.29,1318900878
대한항공,B,7326.2,9.28492E+11,3.4301E+12,1.4177E+12,1.76025E+13,3.02616E+11,2.05631E+13,9.79412E+12,7.13105E+12,1.35802E+13,2.07113E+13,2.99866E+11,5000,4.74223E+11,94844634,9.46195E+11,4.48793E+11,3.28198E+12,2.39932E+13,1.23144E+13,1.21866E+12,1.28396E+12,7.82897E+11,9.09107E+11,1.28592E+12,4.06087E+11,1.07376E+11,2.98711E+11,3291.6,5.79816E+11,24044390400,5,24044390400,2.67432E+12,2.98711E+11,-1.08346E+12,1.71512E+12,-1.30002E+12,2.90838E+11,6.43872E+11,9.28492E+11,3.7,38.226,5.376,-22.676,0,0,0.918,1.77,18.912,11.714,97.798,11.146,3.486,2.566,6.402,13.712,639.08,0.522,584.062,662928492
동방,B,411.2,9671597600,1.12085E+11,1.14113E+11,1.68075E+11,36474155400,3.43728E+11,4.39488E+11,2.92451E+11,46813459800,3.39265E+11,23389695000,260,33088940800,33088940.8,53364122000,32567976800,1.16548E+11,4.55813E+11,4.50214E+11,33316802400,24047239000,9942427000,9841033200,27418482000,-7635021800,-2819139600,-4815882600,-152.2,3839988800,280612400,1,280612400,14200114200,-4815882600,-17426405200,44815938800,-882040800,-4108332000,13925763400,9671597600,2.698,-10.356,4.088,-5.088,0,0,-3.58,-1.724,-19.57,-3.446,-20.218,68.79,-1.93,-1.23,2.196,25.626,292.308,1.002,209.584,582172170
두산건설,B,843.6,89283945200,9.00799E+11,1.10906E+12,2.63768E+11,5617845400,1.62524E+12,1.20933E+12,1.7468E+12,2.07274E+11,1.95407E+12,41309293800,200,44314681400,68629361.8,1.58119E+11,2.80081E+11,5.71962E+11,2.52604E+12,1.49254E+12,83925109000,1.23816E+11,-15163477200,45615241600,4.21339E+11,-3.90887E+11,8189469200,-4.22677E+11,-6657.8,2.7197E+11,0,0,0,66346218400,-4.22677E+11,-54220882200,3.3648E+11,-13464059600,-1338724000,90622669200,89283945200,-13.45,-45.94,7.47,281.48,0,0,6.192,-14.922,-12.34,-62.076,-685.98,-1011.05,-26.06,-28.198,-0.986,21.746,454.338,0.548,936.364,1158649256
두산인프라코어,B,2562,2.46947E+11,1.36366E+12,2.13762E+12,1.26732E+12,1.64656E+11,3.61179E+12,5.0539E+12,2.16637E+12,1.42668E+12,3.59305E+12,1.04079E+12,0,1.04047E+12,208094893.8,2.27573E+11,75927799000,1.3824E+12,4.97545E+12,2.8955E+12,5.66426E+11,3.75215E+11,1.63964E+11,2.17786E+11,2.63151E+11,1.18598E+11,51360464800,67237472400,288.2,75927799000,0,0,0,1.42925E+11,67237472400,24958236000,2.03421E+11,-1.54382E+11,13501786600,2.32459E+11,2.46947E+11,0.162,-7.478,17.31,99.014,-50.5,18.65,4.232,2.39,10.8,4.662,11.412,6.9,4.218,2.322,5.64,27.798,260.176,0.582,32.86,1092056984
두산중공업,B,3878.8,4.99934E+11,3.20181E+12,4.02831E+12,3.31389E+12,8.53063E+11,8.30155E+12,5.43002E+12,4.85072E+12,2.50096E+12,7.35168E+12,3.99356E+11,200,5.64367E+11,112873319,4.68812E+11,1.14474E+12,4.15168E+12,1.15034E+13,4.19568E+12,4.28662E+11,3.67992E+11,2.01274E+11,6.42434E+11,1.26381E+12,-4.20101E+11,8639331600,-4.28741E+11,-3963.4,3.97489E+11,17498109000,0,17498109000,58173693600,-4.28741E+11,-22321271200,5.41477E+11,57896105800,93748528600,4.14421E+11,4.99934E+11,-1.93,-5.446,-6.384,-19.114,0,0,-3.08,-3.64,8.848,-10.206,-67.418,85.388,-10.232,-10.464,4.788,36.06,177.842,0.364,563.084,565377736
부산주공,B,2301.2,6655200,76146300200,2509767600,2.2418E+11,651885800,2.27537E+11,2.36528E+12,1.57789E+11,85165265200,2.42954E+11,1.82705E+11,5000,18069770000,36139540,23742842800,-9099651200,60728359600,3.03683E+11,1.98576E+11,65493120200,16894928000,-5054581000,3209748200,14682040200,-16526872400,400341000,-16927213400,-529.6,-13344651200,0,0,0,-5234238200,-16927213400,-6825061400,15255729000,11842609400,-216690400,223345600,6655200,4.514,6.942,6.606,0,0,0,-6.37,-5.522,-21.49,-27.936,-105.048,-78.374,-8.248,-8.442,-2.514,20.01,403.54,0.666,259.776,655877134
삼화페인트공업,B,489.8,18587217000,2.27042E+11,48996340000,2.16309E+11,6513039800,2.76836E+11,3.38836E+11,1.36024E+11,1.06422E+11,2.42446E+11,9930426800,700,13170911200,26341821.4,27926651000,2.47002E+11,2.61433E+11,5.03878E+11,4.66135E+11,1.34004E+11,65822095600,9247930000,4071600600,7133993000,6185537600,1697841600,4487696000,189.4,1.99677E+11,3400009600,29,3400009600,22597484200,4487696000,-18477148400,54542646200,762958200,4883293400,13743614200,18587217000,3.904,-1.218,4.302,-34.64,-56.554,-58.55,0.046,1.26,3.462,1.702,47.592,31.724,1.344,0.976,2.002,51.914,92.838,0.942,2091.47,520829628
신성통상,B,647.6,12343242200,3.7913E+11,78068159600,1.44585E+11,933341600,2.6202E+11,4.08007E+11,3.6452E+11,48519638200,4.13039E+11,45746209000,500,71854195000,143708390,71094067000,86229877200,2.28111E+11,6.4115E+11,8.36625E+11,1.83798E+11,2.64008E+11,22549492800,22679216000,37168323800,8060385600,377004400,7683381600,53.2,85913210800,0,0,0,29167740200,7683381600,-17568648800,25187865000,-17301232000,-5702140600,18193004200,12343242200,-3.57,-3.732,-5.044,-2.988,115.898,-16.352,5.956,1.248,7.028,3.294,11.222,61.26,0.976,0.916,2.704,35.58,181.054,1.28,217.462,1033771164
쌍방울,B,5483.8,6859470200,2.73133E+11,1.86004E+11,10288865200,1629258400,2.04775E+11,4.40287E+12,1.82856E+11,41127350800,2.23983E+11,4.49208E+11,5000,64562107000,129124213,92286526000,96221642000,2.53925E+11,4.77909E+11,96073383200,3.25349E+11,33907427600,-4629843800,1.66357E+11,1.54954E+11,6773404400,2923161800,3850242600,29.8,96221642000,0,0,0,2274347000,3850242600,-22622800600,42729395200,8203227200,-12145227000,19005329000,6859470200,53.192,10.83,-1.238,0,0,0,-24.86,4.532,22.928,3.114,10.49,-77.524,5.536,2.882,-4.756,53.922,86.162,0.206,293.312,452648672
오리엔트바이오,B,89.6,16809219200,47214672600,32395734600,28568979600,385196800,61647203800,99465201400,42741847800,5237678400,47979526200,57279588800,500,81156122400,162312244.2,4335606800,-24845247800,60882350800,1.08862E+11,23066530400,4630973800,7060927200,-5749873600,1489302600,7493375600,-11753946600,0,-11753946600,-73.8,-24845247800,0,0,0,-3498952200,-11753946600,-18170370800,23899394400,28058228200,6388906200,10420313000,16809219200,20.926,-11.394,18.486,0,0,0,-3.8,-11.978,-5.048,-18.02,-14.678,-0.55,-53.25,-53.25,-25.714,57.974,80.856,0.228,-24.952,151753490
일성건설,B,524,20813838200,2.11582E+11,83584132200,2633930600,1427039600,95250111600,2.3939E+11,1.69849E+11,49440622400,2.19289E+11,52786010400,500,26888192000,53776384,44641210000,11586396000,87543417400,3.06833E+11,3.85388E+11,44768959800,18898183200,11199370800,3777816000,16369683400,-1392496000,3080897600,-4473394200,-83.8,10158501800,15531000,0,15531000,10617299000,-4473394200,-9779010800,22429252400,-989244200,-150956400,20994709000,20813838200,4.418,-2.278,12.01,20.318,0,0,8.988,-0.508,-7.178,-4.712,-5.154,7.854,-0.26,-0.998,2.892,28.526,250.872,1.286,224.086,966666652
태평양물산,B,2335.6,6211447400,1.9715E+11,2.36132E+11,54661698600,2880306600,2.94389E+11,2.13766E+12,2.73461E+11,38063925600,3.11525E+11,24955871000,5000,24830122600,49660245.2,60345463600,88779804600,1.80014E+11,4.91539E+11,7.16517E+11,90272577000,79338122000,12170293800,44225597800,43452184600,12943707000,3623408200,9320299200,199.2,55856755000,0,0,0,3588121200,9320299200,587409600,39045828400,-10648754000,-6473222600,13817707600,6211447400,-0.884,11.586,1.88,-15.43,169.67,370.71,-11.248,2.634,3.216,5.302,52.938,54.87,1.806,1.3,1.7,36.608,173.46,1.448,642.966,1240395364
티에이치엔,B,198.6,501516400,1.20626E+11,61167620600,44768107000,1113883000,1.12043E+11,1.49302E+11,1.25008E+11,23849184800,1.48857E+11,8449976800,500,9000000000,18000000,4162452000,53796264200,83811677600,2.32669E+11,3.03993E+11,22448238000,20692680800,10990242000,8341860600,11060033800,8272069000,2531952400,5740116600,319.2,52721228200,900000000,10,900000000,2097599400,8272069000,-6810455000,7359351600,2092938800,-2619917200,3143754800,501516400,4.004,2.248,16.24,10.12,-7.358,-29.498,5.726,3.62,-14.042,6.936,91.91,-83.232,2.726,1.936,3.604,36.038,177.612,1.33,831.244,695706736
페이퍼코리아,B,115.4,7471151800,2.40696E+11,74084671000,1.44684E+11,647297000,2.23595E+11,3.26767E+11,2.85197E+11,1.28924E+11,4.14121E+11,24723025000,500,32855547800,65711095.2,98348713000,-1.37521E+11,50169406200,4.64291E+11,2.1261E+11,49579262800,20597915200,-24563430000,8359919200,60941149200,-77144660000,3611249000,-80755909000,-913,-1.38131E+11,0,0,0,-39794541800,-80755909000,-50746757400,1.74914E+11,92184626000,1643327400,5827825000,7471151800,-0.47,-52.446,-18.584,0,0,0,0.056,-16.578,-39.638,-105.556,-160.848,-77.966,-34.962,-36.982,-10.926,10.742,972.564,0.454,66.142,1432914016
한솔테크닉스,B,773,16449481200,1.38173E+11,94670886000,1.5147E+11,10914703200,2.76605E+11,5.26773E+11,1.7221E+11,67619830600,2.3983E+11,1.10549E+11,1000,1.10549E+11,22109878,94768970000,-5242507600,1.74948E+11,4.14777E+11,5.44591E+11,61296744000,54776735200,10198880000,16215313800,34367484200,-7953290400,2086860600,-10040150600,-468.8,-5242507600,0,0,0,9056401600,-10040150600,-25235464200,26584787400,10639200000,-5539862000,21989343600,16449481200,-2.908,-4.654,3.154,-14.638,0,0,-4.358,-1.914,-0.414,-5.73,-7.198,-19.18,-1.594,-1.994,1.822,42.152,137.34,1.292,82.908,720186432
한신공영,B,2244.6,1.69891E+11,1.12673E+12,3.84517E+11,83167666600,2456095600,5.55709E+11,1.317E+12,9.50552E+11,3.31833E+11,1.28239E+12,87436338000,5000,56503972000,11300794.4,24568208800,2.80942E+11,4.00055E+11,1.68244E+12,2.02507E+12,2.34136E+11,65096399400,1.67022E+11,53962547400,59010957000,1.61974E+11,49042377200,1.12931E+11,10112,2.75539E+11,4239163800,7.5,4239163800,-38366244400,1.12931E+11,-35336519400,6.56687E+11,32209558400,-41493205800,2.11745E+11,1.69891E+11,2.258,24.28,7.408,61.892,109.68,121.978,29.13,9.646,28.534,30.61,293.11,171.016,7.948,5.544,8.22,23.882,325.044,1.212,606.624,1396125362
한진,B,768.4,1.04713E+11,3.88381E+11,5.13382E+11,1.05208E+12,13265658200,1.67003E+12,8.73372E+11,6.92751E+11,4.07524E+11,1.10028E+12,42103968000,500,59873280000,11974656,61464679000,6.94068E+11,9.5814E+11,2.05842E+12,1.67444E+12,51008406000,40042740800,19149215000,92985504400,59183563200,52951156200,14153731400,38797424800,3286.8,6.26649E+11,5429585000,9.2,5429585000,66864084800,38797424800,-21720136800,1.52434E+11,-18701131600,26442815400,78451668200,1.04713E+11,8.834,16.062,4.592,97.65,87.154,95.444,-15.016,2.636,3.228,4.242,88.438,29.834,3.12,2.29,1.134,46.414,116.094,0.848,1510.332,1157942402
한화갤러리아타임월드,B,1015.4,37878922000,1.13699E+11,1.32289E+11,2.11308E+11,1747620000,3.53106E+11,1.48543E+12,1.85249E+11,53231722800,2.3848E+11,41949705000,5000,30000655000,6000131,16046817000,1.97082E+11,2.28324E+11,4.66805E+11,3.3189E+11,1.32183E+11,1.91672E+11,-2450425400,16506339400,10326721000,3729193000,2271168600,1458024400,247.4,15880749600,1769469000,6,1769469000,1098080400,1458024400,22621426800,9051673800,-4911707800,18807799400,19103424400,37878922000,-4.156,-6.044,6.812,0,0,0,-16.866,0.832,2.348,0.728,12.432,30.478,1.112,0.43,-0.742,48.898,104.498,0.698,667.158,884160272
화승알앤에이,B,661.2,9105628000,2.43484E+11,2.9309E+11,1.21298E+11,12694938600,4.36016E+11,4.32594E+11,3.71656E+11,68847985400,4.40504E+11,22489342600,500,32280605000,64561210,29391301000,2.09092E+11,2.38996E+11,6.795E+11,7.25174E+11,72216208400,1.11812E+11,8122830200,21235603600,67735268400,-38376834400,-4022529800,-34354305000,-566.4,1.93811E+11,1531530000,5,1531530000,6142169200,-34354305000,4679407000,20833559800,-12614477400,-1792900600,10898528600,9105628000,-9.95,-19.05,-1.108,146.824,0,0,-8.092,-5.326,-4.856,-12.922,-118.884,-52.124,-5.294,-4.736,1.114,35.09,186.296,1.014,647.37,669209332
흥아해운,B,1270.6,9888551000,1.04237E+11,1.6968E+11,5.17201E+11,840859000,7.08859E+11,6.21923E+11,3.17752E+11,4.10619E+11,7.28371E+11,1.40417E+11,3200,78235715000,156471430,49755350600,-461719000,84724215600,8.13095E+11,7.3535E+11,-10317659400,21221647600,-31778901600,41113650800,94692546800,-85357797000,-4622392800,-80735404200,-524,-6912008000,0,0,0,-20417979400,-80735404200,50563678400,57467101000,-27369066200,2776633400,7182265200,9888551000,-8.862,-45.566,-5.782,0,0,0,-6.676,-10.166,-8.262,-77.952,-117.912,-50.296,-11.812,-11.138,-4.408,10.254,998.91,0.864,21.632,883946982
가온미디어,B,365.2,14883450400,2.65775E+11,8717753600,20513803800,1454086600,36313077000,3.02088E+11,1.58827E+11,8869629400,1.67697E+11,7036086600,500,7036086600,14072172.6,51698417000,76240880400,1.34392E+11,3.02088E+11,5.61582E+11,70077187600,56413295600,13663892000,16106520600,22648121200,7122290800,2060865400,5061425400,380,75405291800,1476212000,21.6,1476212000,-53441922400,5061425400,-5129400600,8098932200,43781931200,-14789392800,30224792000,14883450400,17.616,8.588,16.77,-41.692,-57.074,-60.044,7.798,2.674,5.644,4.022,104.818,74.55,1.316,0.934,2.534,44.704,124.284,2.014,1850.294,1536820614
대성파인텍,B,146.2,9831041200,29867996200,3449729000,53273514000,81129000,59630663200,89498659400,20897400400,18042752200,38940152200,3130128000,100,3130128000,31301281,8767945800,39433994800,50558506800,89498659400,40168240800,7061395600,5249596000,1811799600,2785169000,1543156800,3053812400,429388600,2624423200,87.6,39082711200,0,0,0,3017265600,2624423200,-12269800000,13729870600,6760943400,-2491591000,12487428800,9831041200,15.598,10.11,-9.31,-59.63,-8.832,-2.742,-4.898,3.638,6.314,5.414,99.434,85.362,7.646,6.582,4.368,56.494,77.01,0.482,1539.936,274643648
대유에이피,B,252.4,9351122800,35642245600,5125424400,24520444200,11120193400,41911725200,77553970800,41111095800,1942855000,43053950800,4865200000,500,4865200000,9730400,16112529200,13186068000,34500020400,77553970800,1.99006E+11,18170521800,8708323400,9462198400,913883400,1105401000,9270681000,1843488600,7427192400,913.8,13186068000,2176800000,40,2176800000,11278682600,7427192400,-4101458000,8424059200,1482080200,8659304400,693813000,9351122800,7.65,56.132,108.526,154.394,152.294,153.272,72.256,12.362,33.774,27.03,208.86,167.254,4.68,3.75,4.776,43.946,136.086,2.664,598.276,812849252
두산,B,3765,91126725600,1.09807E+12,2.40771E+12,6.93197E+11,1.91179E+11,3.32248E+12,4.42055E+12,1.37011E+12,7.87228E+11,2.15734E+12,1.34846E+11,5000,1.07862E+11,18622062.4,3.56472E+11,1.67852E+12,2.26321E+12,4.42055E+12,2.80157E+12,7.30602E+11,4.67881E+11,2.6272E+11,63264572000,1.15278E+11,2.10707E+11,33498963400,1.77208E+11,9006.4,1.60891E+12,55618412600,56.4,55618412600,1.29794E+11,1.77208E+11,-31700498800,1.73418E+11,-1.16201E+11,-18107425200,96265407800,91126725600,14.102,4.538,17.524,4.05,8.888,-0.262,-0.844,5.154,9.554,8.028,156.26,131.418,7.608,6.382,9.424,51.496,95.032,0.674,1746.656,743683886
두산건설,B,1289.4,89283945200,9.00799E+11,1.10906E+12,2.63768E+11,5617845400,1.62524E+12,2.52604E+12,1.7468E+12,2.07274E+11,1.95407E+12,58022845400,500,44314681400,68629361.8,1.58119E+11,2.80081E+11,5.71962E+11,2.52604E+12,1.49254E+12,1.08652E+11,1.23816E+11,-15163477200,45615241600,4.21339E+11,-3.90887E+11,8189469200,-4.22677E+11,-6657.8,2.7197E+11,0,0,0,66346218400,-4.22677E+11,-54220882200,3.3648E+11,-13464059600,-1338724000,90622669200,89283945200,-13.45,-45.94,7.47,281.48,0,0,6.192,-14.922,-58.222,-62.076,-685.98,-743.17,-26.06,-28.198,-0.986,21.746,454.338,0.548,936.364,1158649256
두산인프라코어,B,2648.4,2.46947E+11,1.36366E+12,2.13762E+12,1.26732E+12,1.64656E+11,3.61179E+12,4.97545E+12,2.16637E+12,1.42668E+12,3.59305E+12,1.04047E+12,5000,1.04047E+12,208094893.8,2.27573E+11,75927799000,1.3824E+12,4.97545E+12,2.8955E+12,5.39179E+11,3.75215E+11,1.63964E+11,2.17786E+11,2.63151E+11,1.18598E+11,51360464800,67237472400,288.2,75927799000,0,0,0,1.42925E+11,67237472400,24958236000,2.03421E+11,-1.54382E+11,13501786600,2.32459E+11,2.46947E+11,0.162,-7.478,17.31,99.014,-50.5,18.65,4.232,2.39,7.992,4.662,11.412,6.468,4.218,2.322,5.64,27.798,260.176,0.582,32.86,1092056984
두산중공업,B,7420,4.99934E+11,3.20181E+12,4.02831E+12,3.31389E+12,8.53063E+11,8.30155E+12,1.15034E+13,4.85072E+12,2.50096E+12,7.35168E+12,6.28888E+11,5000,5.64367E+11,112873319,4.68812E+11,1.14474E+12,4.15168E+12,1.15034E+13,4.19568E+12,5.69266E+11,3.67992E+11,2.01274E+11,6.42434E+11,1.26381E+12,-4.20101E+11,8639331600,-4.28741E+11,-3963.4,3.97489E+11,17498109000,0,17498109000,58173693600,-4.28741E+11,-22321271200,5.41477E+11,57896105800,93748528600,4.14421E+11,4.99934E+11,-1.93,-5.446,-6.384,-19.114,0,0,-3.08,-3.64,-9.986,-10.206,-67.418,-68.712,-10.232,-10.464,4.788,36.06,177.842,0.364,563.084,565377736
루미마이크로,B,85.2,8029468200,41216656000,27442155800,3308762600,1290924800,33736281000,74952937200,12700695000,14744876600,27445571000,29925597800,500,29925597800,59851195.6,86232897600,-73336572200,47507365600,74952937200,52010477000,-4688896000,5060196800,-9749093200,8321407000,6356938400,-7784624600,7480000,-7787616600,-153.8,-73336572200,0,0,0,-2966567200,-7787616600,-34445790400,60288406000,43819269600,6406911400,1634350800,8029468200,100.592,183.4,-18.982,0,0,0,-10.142,-14.27,-25.83,-25.846,-32.266,-32.282,-15.494,-15.502,-20.116,58.488,78.678,1.026,44.258,609152398
맥스로텍,B,124.8,5683204400,36019154000,898921000,47974184600,2353307800,51460154600,87479308600,40349579800,12536871800,52886451600,13029683600,500,12350950600,24701900.2,25302978400,-5685390600,34592857000,87479308600,51206219200,5981626400,3239747000,2741879400,1604080200,4195596800,150363800,-112133000,262496800,5.2,-5742854000,0,0,0,6740422000,262496800,-4600190400,9014355000,-1664422800,475807800,5203679400,5683204400,6.774,1.888,31.048,194.59,0,0,-2.186,0.1,0.4,0.728,1.022,1.898,-0.652,-0.386,5.064,39.566,152.802,0.602,165.466,410974304
멜파스,B,86.6,3346442800,25296116200,44739504200,23519086200,823479600,74067700800,99363817000,48942683800,96098000,49038781800,10628576000,500,10628576000,21257151,86022164000,-44093686400,50325035800,99363817000,52808142400,-5101299200,13776794200,-18878094400,4719498400,11001453400,-25160049800,5996057600,-31156107000,-1526.4,-44891052400,0,0,0,-7533576800,-31156107000,12576938600,6370989400,-3639600000,1403761800,1988167200,3346442800,-25.866,-38.054,-18.622,0,0,0,-43.396,-21.178,-38.132,-50.068,-236.718,-293.132,-47.1,-59.096,-35.2,49.534,105.184,0.458,445.726,678226446
버추얼텍,B,7.4,3275230000,9281119400,7733970000,343193600,397194200,8670019800,17951139200,6360181200,1409982200,7770163200,17386209400,500,17386209400,34772418.8,13690066200,1542134600,10180976000,17951139200,11405126400,1354096400,2308502600,-954406200,529419000,2239888600,-2664875800,0,-5211699200,-190,1542134600,0,0,0,733952200,-5211699200,-2984921400,6500919600,4214415600,1963446800,1311783200,3275230000,-28.116,-3.174,-8.896,0,-99.74,0,-11.944,-14.528,-26.414,-50.654,-15.828,-34.586,-29.262,-51.96,-10.484,57.682,77.518,0.516,-40.14,1523383974
상보,B,188.2,16618824400,57169242200,24033363800,35339545200,4700464200,64366359600,1.21536E+11,73241246200,9170777400,82412023600,13931093400,500,13931093400,27862185.8,60738641000,-34261342600,39123577600,1.21536E+11,65824604000,8228036800,9759460800,-1531424000,7724959600,25948344600,-19754809000,-127027200,-19627781400,-713,-41146571600,0,0,0,-2251684200,-19627781400,37301600,7787419200,-3268659200,-5483041400,22021517400,16618824400,-17.24,-31.772,-19.408,0,0,0,-24.624,-15.402,-45.62,-45.322,-142.878,-141.96,-30.288,-30.092,-2.222,31.49,223.636,0.496,200.626,354297430
서울리거,B,36,5132557200,40677921200,1953834000,2636162000,6494659000,13006373000,53684294200,8759598400,552277800,9311876800,11757654000,500,11757654000,23515308,39840593800,-4190872000,44372417400,53684294200,15888939200,2655660400,2037434200,618226200,1462452000,4031747600,-1951069600,-71280000,-2170250400,-96,-4782300000,0,0,0,-161190800,-2170250400,-18943880600,39732920200,16785158800,-2319913600,7452470800,5132557200,35.09,17.232,2.546,0,0,0,-43.182,-3.946,-4.602,-5.184,-17.102,-19.216,-11.804,-13.388,3.43,84.818,19.282,0.338,275.686,482438100
신원,B,618.8,11670965800,2.65472E+11,1.42186E+11,6763492200,3270280400,1.5617E+11,4.21642E+11,1.95417E+11,43808228600,2.39225E+11,35727489600,500,35682119600,71364239.2,30353659000,1.25894E+11,1.82417E+11,4.21642E+11,6.24384E+11,1.69252E+11,1.63569E+11,5683083800,15988259800,31217913000,-9546569800,-2694232400,-6852337400,-111.6,1.24346E+11,0,0,0,3355840200,-6852337400,-1527747000,18431102400,537660000,2365753800,9326430800,11670965800,-1.596,2.954,-1.404,316.134,0,0,-1.024,-2.24,-5.308,-3.812,-28.506,-20.558,-1.528,-1.092,0.92,43.288,131.654,1.468,440.986,1009150652
에코마이스터,B,113.4,350292800,22405530000,8921114400,30877478000,1892935000,65744292200,88149822200,32301194400,24580064800,56881258800,5747430400,500,5747430400,11494860.2,38592597200,-13927053200,31268564000,88149822200,15716582000,3147149400,11412262600,-8265113200,3478313200,25309254600,-30096055600,796809800,-30892865400,-2627.2,-17582969200,0,0,0,-7029378600,-30892865400,-2609312000,3095105600,9502796800,-135893800,487161200,350292800,-16.66,-26.408,-21.788,47.61,0,0,0.702,-32.898,-85.006,-87.64,-544.158,-555.594,-233.12,-240.904,-66.764,33.168,263.052,0.16,496.732,140094106
